ids,CLSZ_0.41,CLID_0.41
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,1016,2
NA,7,341
NA,7,341
NA,7,341
NA,7,341
NA,7,341
NA,7,341
NA,7,341
NA,4,42
NA,4,42
NA,4,42
NA,4,42
NA,3,252
NA,3,252
NA,3,252
NA,3,376
NA,3,376
NA,3,376
NA,3,639
NA,3,639
NA,3,639
NA,3,644
NA,3,644
NA,3,644
NA,3,903
NA,3,903
NA,3,903
NA,2,3
NA,2,3
NA,2,19
NA,2,19
NA,2,89
NA,2,89
NA,2,117
NA,2,117
NA,2,144
NA,2,144
NA,2,157
NA,2,157
NA,2,250
NA,2,250
NA,2,431
NA,2,431
NA,1,1
NA,1,5
NA,1,6
NA,1,11
NA,1,15
NA,1,33
NA,1,35
NA,1,36
NA,1,38
NA,1,50
NA,1,53
NA,1,82
NA,1,84
NA,1,109
NA,1,128
NA,1,168
NA,1,198
NA,1,251
NA,1,352
NA,1,359
NA,1,375
NA,1,381
NA,1,382
NA,1,397
NA,1,409
NA,1,417
NA,1,424
NA,1,432
NA,1,433
NA,1,468
NA,1,485
NA,1,621
NA,1,636
NA,1,640
NA,1,675
NA,1,676
NA,1,682
NA,1,878
NA,1,885
NA,1,906
NA,1,909
NA,1,1038
